,Eroded Material,Sample preparation,Material Treatment,Erodent,Shape,Size (µm),Size range (µm),Size (mesh),Velocity (m/s),V Pressure (PSI),Vair (m/s),V KinE (m/s),Incident angle,Total Erodent mass (g),Erodent flux (g/(cm^2*s)),Particle Flow rate (g/minute),Dust concentration (mg/ft^3),Working Distance (mm),Nozzle Diameter (mm),Nozzle length (mm),Carrier Gas,Temperature (°C),Erosion Rate (mm^3/g),ASTM G76 Mentioned?,Publication Year,Source,Test type,Quality score,Note,Column1,Column2,Unnamed: 34,Target Hardness (GPa),Target Hardness from Vickers,Target Hardness from Rockwell,Target Density (kg/m^3),Target Elastic Modulus (GPa),Target Poisson Ratio,Target Ductile/Brittle,Target Thermal conductivity (W/m*K),Target Yield Strength (MPa),Target Tensile Strength (MPa),Target Fracture toughness (MPa*m^0.5),Target Melting Temp (°C),Erodent Density (kg/m^3),Erodent Hardness (GPa),Erodent Melting Temp (°C),Erodent Young's Modulus (GPa),Erodent Poisson's Ratio,Erodent Fracture toughness (MPa*m^0.5),Erosion Rate (mg/g)
485,Steel - Stainless 17-4 PH,Polished to 1 micron suspension,,Al2O3,Angular,50,,,,20,,,30,,,,,20,,,Air,RT,0.033,Yes,2010,9,Gas Blast,3,No true velocity given. 20 PSI.,,,,4.295,0,1,7800,196,0.272,D,18.3,1170,1310,53,1420,3960,20.5,2054,370,0.22,4,0.2574
486,Steel - Stainless 17-4 PH,Polished to 1 micron suspension,,Al2O3,Angular,50,,,,20,,,90,,,,,20,,,Air,RT,0.0199,Yes,2010,9,Gas Blast,3,No true velocity given. 20 PSI.,,,,4.295,0,1,7800,196,0.272,D,18.3,1170,1310,53,1420,3960,20.5,2054,370,0.22,4,0.15522
487,Al - 6061-T6,Blown with compressed air,,Al2O3,,50,,,104,,,,20,,,6.5,,20,0.76,,Air,RT,0.362962963,No,2012,13,Gas Blast,4,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3960,20.5,2054,370,0.22,4,0.98
488,Al - 6061-T6,Blown with compressed air,,Al2O3,,50,,,104,,,,30,,,6.5,,20,0.76,,Air,RT,0.397851852,No,2012,13,Gas Blast,4,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3960,20.5,2054,370,0.22,4,1.0742
489,Al - 6061-T6,Blown with compressed air,,Al2O3,,50,,,104,,,,45,,,6.5,,20,0.76,,Air,RT,0.42037037,No,2012,13,Gas Blast,4,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3960,20.5,2054,370,0.22,4,1.135
490,Al - 6061-T6,Blown with compressed air,,Al2O3,,50,,,104,,,,60,,,6.5,,20,0.76,,Air,RT,0.246666667,No,2012,13,Gas Blast,4,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3960,20.5,2054,370,0.22,4,0.666
491,Al - 6061-T6,Blown with compressed air,,Al2O3,,50,,,104,,,,90,,,6.5,,20,0.76,,Air,RT,0.214333333,No,2012,13,Gas Blast,4,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3960,20.5,2054,370,0.22,4,0.5787
492,Steel - Stainless 316L,Blown with compressed air,,Al2O3,,50,,,104,,,,20,,,6.5,,20,0.76,,Air,RT,0.1768375,No,2012,13,Gas Blast,4,,,,,0.87,1,0,8000,196,0.29,D,16.2,170,485,223,1387,3960,20.5,2054,370,0.22,4,1.4147
493,Steel - Stainless 316L,Blown with compressed air,,Al2O3,,50,,,104,,,,30,,,6.5,,20,0.76,,Air,RT,0.1536625,No,2012,13,Gas Blast,4,,,,,0.87,1,0,8000,196,0.29,D,16.2,170,485,223,1387,3960,20.5,2054,370,0.22,4,1.2293
494,Steel - Stainless 316L,Blown with compressed air,,Al2O3,,50,,,104,,,,45,,,6.5,,20,0.76,,Air,RT,0.1484625,No,2012,13,Gas Blast,4,,,,,0.87,1,0,8000,196,0.29,D,16.2,170,485,223,1387,3960,20.5,2054,370,0.22,4,1.1877
495,Steel - Stainless 316L,Blown with compressed air,,Al2O3,,50,,,104,,,,60,,,6.5,,20,0.76,,Air,RT,0.1395,No,2012,13,Gas Blast,4,,,,,0.87,1,0,8000,196,0.29,D,16.2,170,485,223,1387,3960,20.5,2054,370,0.22,4,1.116
496,Steel - Stainless 316L,Blown with compressed air,,Al2O3,,50,,,104,,,,90,,,6.5,,20,0.76,,Air,RT,0.1063875,No,2012,13,Gas Blast,4,,,,,0.87,1,0,8000,196,0.29,D,16.2,170,485,223,1387,3960,20.5,2054,370,0.22,4,0.8511
497,Ni,,,SiC,Angular,175,,,70,,,,90,,,2.5,,,7.4,,,RT,0.029814,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,0.26504646
498,Ni,,,SiC,Angular,175,,,105,,,,20,,,2.5,,,7.4,,,RT,0.241237,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,2.14459693
499,Ni,,,SiC,Angular,175,,,105,,,,30,,,2.5,,,7.4,,,RT,0.216495,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,1.92464055
500,Ni,,,SiC,Angular,175,,,105,,,,45,,,2.5,,,7.4,,,RT,0.191753,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,1.70468417
501,Ni,,,SiC,Angular,175,,,105,,,,60,,,2.5,,,7.4,,,RT,0.142268,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,1.26476252
502,Ni,,,SiC,Angular,175,,,105,,,,75,,,2.5,,,7.4,,,RT,0.11134,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,0.9898126
503,Ni,,,SiC,Angular,175,,,105,,,,90,,,2.5,,,7.4,,,RT,0.080412,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,0.71486268
504,Ni,,,SiC,Angular,175,,,150,,,,20,,,2.5,,,7.4,,,RT,0.515024,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,4.57856336
505,Ni,,,SiC,Angular,175,,,150,,,,30,,,2.5,,,7.4,,,RT,0.489756,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,4.35393084
506,Ni,,,SiC,Angular,175,,,150,,,,45,,,2.5,,,7.4,,,RT,0.402664,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,3.57968296
507,Ni,,,SiC,Angular,175,,,150,,,,60,,,2.5,,,7.4,,,RT,0.327874,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,2.91479986
508,Ni,,,SiC,Angular,175,,,150,,,,75,,,2.5,,,7.4,,,RT,0.234634,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,2.08589626
509,Ni,,,SiC,Angular,175,,,150,,,,90,,,2.5,,,7.4,,,RT,0.184733,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,1.64227637
510,Ni,,,SiC,Angular,175,,,230,,,,20,,,2.5,,,7.4,,,RT,1.371595,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,12.19347955
511,Ni,,,SiC,Angular,175,,,230,,,,30,,,2.5,,,7.4,,,RT,1.29572,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,11.5189508
512,Ni,,,SiC,Angular,175,,,230,,,,45,,,2.5,,,7.4,,,RT,1.07393,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,9.5472377
513,Ni,,,SiC,Angular,175,,,230,,,,60,,,2.5,,,7.4,,,RT,0.863813,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,7.67929757
514,Ni,,,SiC,Angular,175,,,230,,,,75,,,2.5,,,7.4,,,RT,0.636187,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,5.65570243
515,Ni,,,SiC,Angular,175,,,230,,,,90,,,2.5,,,7.4,,,RT,0.496109,Yes,2019,18,Gas Blast,5,,,,,3.207,1,0,8902,207,0.31,D,82.9,59,317,125,1455,3100,25.5,2797,410,0.14,4.6,4.41040901
516,Steel - Stainless 304,,,SiC,Angular,175,,,70,,,,90,,,2.5,,,7.4,,,RT,0.042236,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,0.33493148
517,Steel - Stainless 304,,,SiC,Angular,175,,,105,,,,20,,,2.5,,,7.4,,,RT,0.16701,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,1.3243893
518,Steel - Stainless 304,,,SiC,Angular,175,,,105,,,,30,,,2.5,,,7.4,,,RT,0.160825,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,1.27534225
519,Steel - Stainless 304,,,SiC,Angular,175,,,105,,,,45,,,2.5,,,7.4,,,RT,0.148454,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,1.17724022
520,Steel - Stainless 304,,,SiC,Angular,175,,,105,,,,60,,,2.5,,,7.4,,,RT,0.134228,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,1.06442804
521,Steel - Stainless 304,,,SiC,Angular,175,,,105,,,,75,,,2.5,,,7.4,,,RT,0.127517,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,1.01120981
522,Steel - Stainless 304,,,SiC,Angular,175,,,105,,,,90,,,2.5,,,7.4,,,RT,0.117526,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,0.93198118
523,Steel - Stainless 304,,,SiC,Angular,175,,,150,,,,20,,,2.5,,,7.4,,,RT,0.410523,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,3.25544739
524,Steel - Stainless 304,,,SiC,Angular,175,,,150,,,,30,,,2.5,,,7.4,,,RT,0.391396,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,3.10377028
525,Steel - Stainless 304,,,SiC,Angular,175,,,150,,,,45,,,2.5,,,7.4,,,RT,0.365779,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,2.90062747
526,Steel - Stainless 304,,,SiC,Angular,175,,,150,,,,60,,,2.5,,,7.4,,,RT,0.327866,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,2.59997738
527,Steel - Stainless 304,,,SiC,Angular,175,,,150,,,,75,,,2.5,,,7.4,,,RT,0.314544,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,2.49433392
528,Steel - Stainless 304,,,SiC,Angular,175,,,150,,,,90,,,2.5,,,7.4,,,RT,0.276639,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,2.19374727
529,Steel - Stainless 304,,,SiC,Angular,175,,,230,,,,20,,,2.5,,,7.4,,,RT,1.231518,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,9.76593774
530,Steel - Stainless 304,,,SiC,Angular,175,,,230,,,,30,,,2.5,,,7.4,,,RT,1.190661,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,9.44194173
531,Steel - Stainless 304,,,SiC,Angular,175,,,230,,,,45,,,2.5,,,7.4,,,RT,1.120623,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,8.88654039
532,Steel - Stainless 304,,,SiC,Angular,175,,,230,,,,60,,,2.5,,,7.4,,,RT,1.015564,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,8.05342252
533,Steel - Stainless 304,,,SiC,Angular,175,,,230,,,,75,,,2.5,,,7.4,,,RT,0.945525,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,7.49801325
534,Steel - Stainless 304,,,SiC,Angular,175,,,230,,,,90,,,2.5,,,7.4,,,RT,0.85214,Yes,2019,18,Gas Blast,5,,,,,1.265,1,0,8000,193,0.29,D,16.2,290,580,174,1425,3100,25.5,2797,410,0.14,4.6,6.7574702
535,Al - 6061-T6,,,SiC,Angular,175,,,70,,,,90,,,2.5,,,7.4,,,RT,0.062112,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,0.1677024
536,Al - 6061-T6,,,SiC,Angular,175,,,105,,,,20,,,2.5,,,7.4,,,RT,0.414433,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,1.1189691
537,Al - 6061-T6,,,SiC,Angular,175,,,105,,,,30,,,2.5,,,7.4,,,RT,0.389691,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,1.0521657
538,Al - 6061-T6,,,SiC,Angular,175,,,105,,,,45,,,2.5,,,7.4,,,RT,0.315464,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,0.8517528
539,Al - 6061-T6,,,SiC,Angular,175,,,105,,,,60,,,2.5,,,7.4,,,RT,0.241237,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,0.6513399
540,Al - 6061-T6,,,SiC,Angular,175,,,105,,,,75,,,2.5,,,7.4,,,RT,0.204124,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,0.5511348
541,Al - 6061-T6,,,SiC,Angular,175,,,105,,,,90,,,2.5,,,7.4,,,RT,0.16701,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,0.450927
542,Al - 6061-T6,,,SiC,Angular,175,,,150,,,,20,,,2.5,,,7.4,,,RT,0.994539,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,2.6852553
543,Al - 6061-T6,,,SiC,Angular,175,,,150,,,,30,,,2.5,,,7.4,,,RT,0.944675,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,2.5506225
544,Al - 6061-T6,,,SiC,Angular,175,,,150,,,,45,,,2.5,,,7.4,,,RT,0.765369,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,2.0664963
545,Al - 6061-T6,,,SiC,Angular,175,,,150,,,,60,,,2.5,,,7.4,,,RT,0.579916,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,1.5657732
546,Al - 6061-T6,,,SiC,Angular,175,,,150,,,,75,,,2.5,,,7.4,,,RT,0.46824,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,1.264248
547,Al - 6061-T6,,,SiC,Angular,175,,,150,,,,90,,,2.5,,,7.4,,,RT,0.387295,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,1.0456965
548,Al - 6061-T6,,,SiC,Angular,175,,,230,,,,20,,,2.5,,,7.4,,,RT,2.877432,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,7.7690664
549,Al - 6061-T6,,,SiC,Angular,175,,,230,,,,30,,,2.5,,,7.4,,,RT,2.731518,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,7.3750986
550,Al - 6061-T6,,,SiC,Angular,175,,,230,,,,45,,,2.5,,,7.4,,,RT,2.223735,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,6.0040845
551,Al - 6061-T6,,,SiC,Angular,175,,,230,,,,60,,,2.5,,,7.4,,,RT,1.68677,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,4.554279
552,Al - 6061-T6,,,SiC,Angular,175,,,230,,,,75,,,2.5,,,7.4,,,RT,1.359922,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,3.6717894
553,Al - 6061-T6,,,SiC,Angular,175,,,230,,,,90,,,2.5,,,7.4,,,RT,1.132296,Yes,2019,18,Gas Blast,5,,,,,1.09,1,0,2700,69,0.33,D,167,276,310,42,617,3100,25.5,2797,410,0.14,4.6,3.0571992
666,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,90,30,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.3558
667,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,80,,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.382
668,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,70,,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.425
669,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,60,,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.482
670,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,50,,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.542
671,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,40,,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.611
672,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,30,,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.666
673,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.715
674,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,15,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.713
675,Steel - SAE 1020,,,SiC,Angular,275,250-300,60,76,,,,12,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.704
676,Steel - SAE 1020,,,SiC,Angular,355,,46,37,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.167
677,Steel - SAE 1020,,,SiC,Angular,355,,46,45,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.2903
678,Steel - SAE 1020,,,SiC,Angular,355,,46,51,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.2899
679,Steel - SAE 1020,,,SiC,Angular,355,,46,58,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.3962
680,Steel - SAE 1020,,,SiC,Angular,355,,46,65,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.5458
681,Steel - SAE 1020,,,SiC,Angular,355,,46,71,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.631
682,Steel - SAE 1020,,,SiC,Angular,355,,46,76,,,,20,20,,,,,,,Air,RT,,No,1960,23,Gas Blast,5,,,,,1.06,1,0,7870,186,0.29,D,51,233,485,66,1515,3100,25.5,2797,410,0.14,4.6,0.7784
683,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,12,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.62232
684,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,20,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.65482
685,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,25,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.4967
686,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,30,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.35615
687,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,40,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.08374
688,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,50,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,0.85686
689,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,60,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,0.76829
690,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,70,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,0.62721
691,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,80,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,0.53522
692,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,85,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,0.5067
693,Al - 1100-O,,,SiC,Angular,127,,1000,152,,,,90,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,0.48868
694,Al - 1100-O,,,SiC,Angular,9,,100,152,,,,12,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.54703
695,Al - 1100-O,,,SiC,Angular,9,,100,152,,,,20,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.51999
696,Al - 1100-O,,,SiC,Angular,9,,100,152,,,,30,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.38242
697,Al - 1100-O,,,SiC,Angular,9,,100,152,,,,40,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,1.11876
698,Al - 1100-O,,,SiC,Angular,9,,100,152,,,,50,,,,,,,,Air,RT,,No,1966,24,Gas Blast,5,,,,,0.23,1,0,2710,69,0.33,D,222,34,90,45.5,650,3100,25.5,2797,410,0.14,4.6,0.94441
